"player_name","name_in_home_country","date_of_birth","place_of_birth","age","height","citizenship","position","foot","player_agent","current_club","joined","contract_expires","date_of_last_contract_extension","outfitter","instagram","player_valuation","max_player_valuation","max_player_valuation_date","URL","contract_option","na","on_loan_from","contract_there_expires","twitter","facebook","x2nd_club","full_name","website","x3nd_club","date_of_death"
"Mattheos Maroukakis","<U+039C><U+03B1><U+03C4><U+03B8><U+03B1><U+03AF><U+03BF><U+03C2> <U+039C><U+03B1><U+03C1><U+03BF><U+03C5><U+03BA><U+03AC><U+03BA><U+03B7><U+03C2>","1990-01-04","Athen","33",1.85,"Greece","Attack - Centre-Forward","right","no agent","Retired","2022-07-01",NA,NA,NA,NA,NA,NA,"2014-12-21","https://www.transfermarkt.com/mattheos-maroukakis/profil/spieler/96457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giannis Vasiliadis","<U+0393><U+03B9><U+03AC><U+03BD><U+03BD><U+03B7><U+03C2> <U+0392><U+03B1><U+03C3><U+03B9><U+03BB><U+03B5><U+03B9><U+03AC><U+03B4><U+03B7><U+03C2>","1999-06-04",NA,"23",NA,"Greece","Attack",NA,NA,"GS Marko","2021-09-03","2023-06-30","2022-07-14",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/giannis-vasiliadis/profil/spieler/882302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandros Kavvadias","<U+0391><U+03BB><U+03AD><U+03BE><U+03B1><U+03BD><U+03B4><U+03C1><U+03BF><U+03C2> <U+039A><U+03B1>��<U+03B1><U+03B4><U+03AF><U+03B1><U+03C2>","2000-05-10",NA,"22",NA,"Greece","Attack - Centre-Forward",NA,NA,"AO Chaidariou","2022-07-01","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/alexandros-kavvadias/profil/spieler/586534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vasilios Kinalis","<U+0392><U+03B1><U+03C3><U+03AF><U+03BB><U+03B5><U+03B9><U+03BF><U+03C2> <U+039A><U+03AF><U+03BD><U+03B1><U+03BB><U+03B7><U+03C2>","1999-04-22","Serres","23",1.87,"Greece","Goalkeeper","left","Target Sport","Apollon Smyrnis","2022-07-19","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/vasilios-kinalis/profil/spieler/353275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikolaos Koliofoukas","<U+039D><U+03B9><U+03BA><U+03CC><U+03BB><U+03B1><U+03BF><U+03C2> <U+039A><U+03BF><U+03BB><U+03B9><U+03BF><U+03C6><U+03BF><U+03CD><U+03BA><U+03B1><U+03C2>","1996-09-11",NA,"26",1.86,"Greece","Goalkeeper",NA,"Football Representation Services","Doxa Dramas","2021-08-10","2023-06-30","2022-06-11",NA,NA,NA,NA,"2016-06-21","https://www.transfermarkt.com/nikolaos-koliofoukas/profil/spieler/355748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Theofanis Danis","<U+0398><U+03B5><U+03BF><U+03C6><U+03AC><U+03BD><U+03B7><U+03C2> <U+039D><U+03C4><U+03AC><U+03BD><U+03B7><U+03C2>","2002-11-07",NA,"20",NA,"Greece","Goalkeeper",NA,NA,"Without Club","2020-07-01",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/theofanis-danis/profil/spieler/707088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazaros Kardanis","<U+039B><U+03AC><U+03B6><U+03B1><U+03C1><U+03BF><U+03C2> <U+039A><U+03B1><U+03C1><U+03B4><U+03AC><U+03BD><U+03B7><U+03C2>","1998-10-10","Igoumenitsa","24",NA,"Greece","Goalkeeper",NA,NA,"Apollon Pargas","2021-09-09",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/lazaros-kardanis/profil/spieler/707860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brian Ganchier","Brian Alexis Ganchier","1999-02-24",NA,"23",1.83,"Argentina","Defender - Centre-Back","right","Juan Ignacio D�vola","Eolikos Mytilinis","2023-01-31","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/brian-ganchier/profil/spieler/879506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Gogos","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+0393><U+03CE><U+03B3><U+03BF><U+03C2>","2001-07-11","Ioannina","21",1.94,"Greece","Defender - Centre-Back","right","FAIR FOOTBALL AGENCY","Thesprotos Igoumenitsas","2021-03-03","2023-06-30","2021-07-27",NA,NA,NA,NA,"2021-12-28","https://www.transfermarkt.com/georgios-gogos/profil/spieler/540062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Theodoros Petrakis","<U+0398><U+03B5><U+03CC><U+03B4><U+03C9><U+03C1><U+03BF><U+03C2> <U+03A0><U+03B5><U+03C4><U+03C1><U+03AC><U+03BA><U+03B7><U+03C2>","1999-03-12",NA,"23",1.74,"Greece","Defender - Right-Back","both","Relatives","Diagoras Rodou","2022-10-05","2023-06-30",NA,"adidas",NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/theodoros-petrakis/profil/spieler/440092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dimitrios Stavridis","<U+0394><U+03B7>�<U+03AE><U+03C4><U+03C1><U+03B9><U+03BF><U+03C2> <U+03A3><U+03C4><U+03B1><U+03C5><U+03C1><U+03AF><U+03B4><U+03B7><U+03C2>","1993-07-07","Ioannina","29",1.8,"Greece","Defender - Centre-Back","right",NA,"Without Club","2022-08-22",NA,NA,NA,NA,NA,NA,"2021-12-28","https://www.transfermarkt.com/dimitrios-stavridis/profil/spieler/629614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandros Zourkos","<U+0391><U+03BB><U+03AD><U+03BE><U+03B1><U+03BD><U+03B4><U+03C1><U+03BF><U+03C2> <U+0396><U+03BF><U+03CD><U+03C1><U+03BA><U+03BF><U+03C2>","1996-05-15",NA,"26",NA,"Greece","Defender - Right-Back","right",NA,"Without Club","2022-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/alexandros-zourkos/profil/spieler/689424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panagiotis Kontoes","<U+03A0><U+03B1><U+03BD><U+03B1><U+03B3><U+03B9><U+03CE><U+03C4><U+03B7><U+03C2> <U+039A><U+03BF><U+03BD><U+03C4><U+03BF><U+03AD><U+03C2>","1996-06-20",NA,"26",1.9,"Greece","Defender - Centre-Back","both",NA,"AO Agias Paraskevis","2022-10-03","2023-06-30",NA,NA,NA,NA,NA,"2019-06-11","https://www.transfermarkt.com/panagiotis-kontoes/profil/spieler/457707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giannis Kammenis","<U+0393><U+03B9><U+03AC><U+03BD><U+03BD><U+03B7><U+03C2> <U+039A><U+03B1>��<U+03AD><U+03BD><U+03B7><U+03C2>","1999-02-22",NA,"23",NA,"Greece Germany","Defender - Centre-Back",NA,NA,"Unknown","2021-07-01",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/giannis-kammenis/profil/spieler/390219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Igli Doko",NA,"1999-01-18","Athen","24",1.75,"Albania Greece","Defender - Left-Back","left",NA,"AO Pyliou","2022-09-18","2023-06-30",NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/igli-doko/profil/spieler/485069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grigoris Ziogas","<U+0393><U+03C1><U+03B7><U+03B3><U+03CC><U+03C1><U+03B7><U+03C2> <U+0396><U+03B9><U+03CE><U+03B3><U+03B1><U+03C2>","1998-11-27","Ioannina","24",1.92,"Greece","midfield - Central Midfield",NA,NA,"Veria NPS","2023-01-31","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/grigoris-ziogas/profil/spieler/493345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikolaos Konstantakopoulos","<U+039D><U+03B9><U+03BA><U+03CC><U+03BB><U+03B1><U+03BF><U+03C2> <U+039A><U+03C9><U+03BD><U+03C3><U+03C4><U+03B1><U+03BD><U+03C4><U+03B1><U+03BA><U+03CC><U+03C0><U+03BF><U+03C5><U+03BB><U+03BF><U+03C2>","1998-07-28","Patras","24",1.83,"Greece","midfield - Attacking Midfield",NA,"Zafi Agent","Panachaiki GE","2021-08-19","2023-06-30","2022-06-16",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/nikolaos-konstantakopoulos/profil/spieler/523242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cristian Ram�rez","Cristian Ezequiel Ram�rez","1995-03-29","Nicanor Otamendi (BUE)","27",1.8,"Argentina","midfield - Central Midfield","left","Innova Sports Management","AO Egaleo","2023-01-29","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/cristian-ramirez/profil/spieler/528421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charilaos Bikas","<U+03A7><U+03B1><U+03C1><U+03AF><U+03BB><U+03B1><U+03BF><U+03C2> <U+039C><U+03C0><U+03AF><U+03BA><U+03B1><U+03C2>","1992-07-08","Igoumenitsa","30",1.8,"Greece","midfield - Attacking Midfield","right",NA,"Thesprotos Igoumenitsas","2015-07-14","2023-06-30","2020-08-06",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/charilaos-bikas/profil/spieler/615295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikolaos Digozis","<U+039D><U+03B9><U+03BA><U+03CC><U+03BB><U+03B1><U+03BF><U+03C2> <U+0394><U+03B9><U+03B3><U+03BA><U+03CC><U+03B6><U+03B7><U+03C2>","2000-10-20",NA,"22",1.73,"Greece","midfield - Attacking Midfield",NA,NA,"Thesprotos Igoumenitsas","2021-03-04","2023-06-30","2021-07-27",NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/nikolaos-digozis/profil/spieler/623403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spyros Balos","<U+03A3><U+03C0><U+03CD><U+03C1><U+03BF><U+03C2> <U+039C><U+03C0><U+03B1><U+03BB><U+03CC><U+03C2>","2004-02-05",NA,"19",NA,"Greece","midfield - Defensive Midfield",NA,"Innova Sports Management","AE Lefkimmis","2023-02-03","2023-06-30",NA,NA,NA,NA,NA,"2021-12-28","https://www.transfermarkt.com/spyros-balos/profil/spieler/892882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyriakos Taousanis","<U+039A><U+03C5><U+03C1><U+03B9><U+03AC><U+03BA><U+03BF><U+03C2> <U+03A4><U+03B1><U+03BF><U+03C5><U+03C3><U+03AC><U+03BD><U+03B7><U+03C2>","2001-04-17",NA,"21",1.84,"Greece","midfield - Defensive Midfield","both","sports-deal","Keravnos Angelochoriou","2023-01-31","2023-06-30",NA,"Nike","http://www.instagram.com/kiriakos_taousanis/?hl=de",NA,NA,"2021-06-28","https://www.transfermarkt.com/kyriakos-taousanis/profil/spieler/502619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S. Kostakis",NA,NA,NA,NA,NA,"Greece","midfield - Left Midfield","left",NA,"Anagennisi Artas","2021-08-26",NA,NA,NA,NA,NA,NA,"2018-04-26","https://www.transfermarkt.com/s-kostakis/profil/spieler/548838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fernando Luis Costa",NA,"1994-04-06",NA,"28",1.81,"Brazil","midfield - Attacking Midfield","right",NA,"Without Club","2021-07-01",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/fernando-luis-costa/profil/spieler/708342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apostolos Sarantidis","<U+0391><U+03C0><U+03CC><U+03C3><U+03C4><U+03BF><U+03BB><U+03BF><U+03C2> <U+03A3><U+03B1><U+03C1><U+03B1><U+03BD><U+03C4><U+03AF><U+03B4><U+03B7><U+03C2>","1998-09-22",NA,"24",1.89,"Greece","Attack - Centre-Forward","right","Zafi Agent","Makedonikos Neapolis","2022-08-19","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/apostolos-sarantidis/profil/spieler/744426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vasilios Konstantinou","<U+0392><U+03B1><U+03C3><U+03AF><U+03BB><U+03B5><U+03B9><U+03BF><U+03C2> <U+039A><U+03C9><U+03BD><U+03C3><U+03C4><U+03B1><U+03BD><U+03C4><U+03AF><U+03BD><U+03BF><U+03C5>","1995-03-28",NA,"27",1.7,"Greece","Attack - Left Winger",NA,NA,"Thesprotos Igoumenitsas","2017-07-12","2023-06-30","2021-07-21",NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/vasilios-konstantinou/profil/spieler/629620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodrigo Pacheco","Rodrigo Nahuel Pacheco","1996-08-15","Buenos Aires","26",1.78,"Argentina Myanmar","Attack - Centre-Forward",NA,"Martin Guastadisegno","Without Club","2022-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/rodrigo-pacheco/profil/spieler/536151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kleon Pouflis","<U+039A><U+03BB><U+03AD><U+03C9><U+03BD> <U+03A0><U+03BF><U+03CD><U+03C6><U+03BB><U+03B7><U+03C2>","1997-04-18","Thessaloniki","25",1.84,"Greece","Attack - Left Winger","both","sports-deal","Without Club","2022-07-01",NA,NA,NA,NA,NA,NA,"2021-12-28","https://www.transfermarkt.com/kleon-pouflis/profil/spieler/373924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryfon Kazviropoulos","<U+03A4><U+03C1><U+03CD><U+03C6><U+03C9><U+03BD> <U+039A><U+03B1><U+03B6>�<U+03B9><U+03C1><U+03CC><U+03C0><U+03BF><U+03C5><U+03BB><U+03BF><U+03C2>","1996-09-21","Athen","26",1.66,"Greece","Attack - Left Winger","left","Bridge Sports","APO Fostiras","2021-08-31",NA,NA,NA,NA,NA,NA,"2017-04-20","https://www.transfermarkt.com/tryfon-kazviropoulos/profil/spieler/286802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryfonas Dervishi","<U+03A4><U+03C1><U+03CD><U+03C6><U+03C9><U+03BD><U+03B1><U+03C2> <U+039D><U+03C4><U+03B5><U+03C1>�<U+03AF><U+03C3><U+03B9>","2003-01-24",NA,"20",NA,"Greece Albania","Attack",NA,NA,"Without Club","2021-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/tryfonas-dervishi/profil/spieler/888423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikolaos Katsis","<U+039D><U+03B9><U+03BA><U+03CC><U+03BB><U+03B1><U+03BF><U+03C2> <U+039A><U+03B1><U+03C4><U+03C3><U+03AE><U+03C2>","2001-11-08","Athens","21",NA,"Greece","Attack - Centre-Forward",NA,"KICK OFF SPORT MANAGEMENT","Tilykratis Lefkadas","2022-07-25","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/nikolaos-katsis/profil/spieler/710338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anastasios Gogos","<U+0391><U+03BD><U+03B1><U+03C3><U+03C4><U+03AC><U+03C3><U+03B9><U+03BF><U+03C2> <U+0393><U+03CE><U+03B3><U+03BF><U+03C2>","1994-02-17","Athen","28",1.79,"Greece","Attack - Right Winger","left",NA,"Unknown","2021-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/anastasios-gogos/profil/spieler/629621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christos Pentsas","<U+03A7><U+03C1><U+03AE><U+03C3><U+03C4><U+03BF><U+03C2> <U+03A0><U+03AD><U+03BD><U+03C4><U+03C3><U+03B1><U+03C2>","1988-05-31","Thessaloniki","34",1.88,"Greece","Attack - Centre-Forward","right",NA,"Retired","2021-07-01",NA,NA,NA,NA,NA,NA,"2009-08-24","https://www.transfermarkt.com/christos-pentsas/profil/spieler/88486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giannis Ioannidis","<U+0393><U+03B9><U+03AC><U+03BD><U+03BD><U+03B7><U+03C2> <U+0399><U+03C9><U+03B1><U+03BD><U+03BD><U+03AF><U+03B4><U+03B7><U+03C2>","1998-12-31",NA,"24",1.87,"Greece","Goalkeeper","both","Zafi Agent","Makedonikos Neapolis","2022-08-10","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/giannis-ioannidis/profil/spieler/716685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symeon Menios","<U+03A3><U+03C5>�<U+03B5><U+03CE><U+03BD> <U+039C><U+03AD><U+03BD><U+03B9><U+03BF><U+03C2>","1991-05-16","Aridea","31",1.82,"Greece","Goalkeeper","both",NA,"Nafpaktiakos Asteras","2021-09-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/symeon-menios/profil/spieler/231819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grigoris Karagiannidis","<U+0393><U+03C1><U+03B7><U+03B3><U+03CC><U+03C1><U+03B7><U+03C2> <U+039A><U+03B1><U+03C1><U+03B1><U+03B3><U+03B9><U+03B1><U+03BD><U+03BD><U+03AF><U+03B4><U+03B7><U+03C2>","1993-05-20",NA,"29",NA,"Greece","Goalkeeper",NA,NA,"Thyella Sarakinon","2021-08-26",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/grigoris-karagiannidis/profil/spieler/838846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlos Lomba",NA,"1992-05-22","Braga","30",1.84,"Portugal","Defender - Centre-Back","right","CWJ Genu Prima","Akhaa Al-Ahly SC","2022-07-26","2023-06-01",NA,NA,NA,NA,NA,"2022-12-27","https://www.transfermarkt.com/carlos-lomba/profil/spieler/276499",NA,NA,NA,NA,NA,NA,NA,"Carlos Alberto Silva Lomba",NA,NA,NA
"Alexandros Mentis","<U+0391><U+03BB><U+03AD><U+03BE><U+03B1><U+03BD><U+03B4><U+03C1><U+03BF><U+03C2> <U+039C><U+03B5><U+03BD><U+03C4><U+03AE><U+03C2>","1994-03-27",NA,"28",1.75,"Greece","Defender","right",NA,"Pandramaikos AO","2022-08-23","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/alexandros-mentis/profil/spieler/271075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Kioultzopoulos","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+039A><U+03B9><U+03BF><U+03C5><U+03BB><U+03C4><U+03B6><U+03CC><U+03C0><U+03BF><U+03C5><U+03BB><U+03BF><U+03C2>","1999-03-06",NA,"23",1.8,"Greece","Defender - Right-Back","right","THE LEGION AGENCY","Almyros Gaziou","2023-01-12","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/georgios-kioultzopoulos/profil/spieler/808081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doukas Prokopiou-Lesses","<U+0394><U+03BF><U+03CD><U+03BA><U+03B1><U+03C2> <U+03A0><U+03C1><U+03BF><U+03BA><U+03BF><U+03C0><U+03AF><U+03BF><U+03C5>-<U+039B><U+03B5><U+03C3><U+03C3><U+03AD><U+03C2>","2000-01-31","Thessaloniki","23",1.74,"Greece","Defender - Left-Back","left",NA,"Without Club","2022-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/doukas-prokopiou-lesses/profil/spieler/539083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikolaos Venetis","<U+039D><U+03B9><U+03BA><U+03CC><U+03BB><U+03B1><U+03BF><U+03C2> <U+0392><U+03B5><U+03BD><U+03AD><U+03C4><U+03B7><U+03C2>","1997-05-08","Trikala","25",1.87,"Greece","Defender - Centre-Back","left",NA,"Without Club","2021-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/nikolaos-venetis/profil/spieler/598225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Rongotis","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+03A1><U+03BF><U+03B3><U+03B3><U+03CC><U+03C4><U+03B7><U+03C2>","1996-06-05","Veria","26",1.84,"Greece","Defender - Centre-Back","right","Sportseleven Berlin","PO Moudanion","2022-10-21","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/georgios-rongotis/profil/spieler/419480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Manisoglou","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+039C><U+03B1><U+03BD><U+03AF><U+03C3><U+03BF><U+03B3><U+03BB><U+03BF><U+03C5>","2002-02-18",NA,"20",NA,"Greece","Defender - Right-Back",NA,"Relatives","AO Kavala","2022-09-30","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/georgios-manisoglou/profil/spieler/554390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikolaos Kozakis","<U+039D><U+03B9><U+03BA><U+03CC><U+03BB><U+03B1><U+03BF><U+03C2> <U+039A><U+03BF><U+03B6><U+03AC><U+03BA><U+03B7><U+03C2>","1995-10-26",NA,"27",1.83,"Greece","Defender - Right-Back","right",NA,"Charavgiakos Ilioupolis","2021-11-01",NA,NA,NA,NA,NA,NA,"2017-04-20","https://www.transfermarkt.com/nikolaos-kozakis/profil/spieler/465314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angelos Moutzouris","<U+0386><U+03B3><U+03B3><U+03B5><U+03BB><U+03BF><U+03C2> <U+039C><U+03BF><U+03C5><U+03C4><U+03B6><U+03BF><U+03CD><U+03C1><U+03B7><U+03C2>","2001-08-29","Giannitsa","21",1.93,"Greece","Defender - Centre-Back","both",NA,"Thermaikos Thermis","2022-01-17","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/angelos-moutzouris/profil/spieler/451678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vasilios Mangizis","<U+0392><U+03B1><U+03C3><U+03AF><U+03BB><U+03B5><U+03B9><U+03BF><U+03C2> <U+039C><U+03B1><U+03B3><U+03B3><U+03AF><U+03B6><U+03B7><U+03C2>","1997-09-27",NA,"25",1.82,"Greece","Defender - Centre-Back",NA,NA,"AS Edessaikos","2022-10-23","2023-06-30",NA,NA,NA,NA,NA,"2022-02-22","https://www.transfermarkt.com/vasilios-mangizis/profil/spieler/808080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Theofilos Kouroupis","<U+0398><U+03B5><U+03CC><U+03C6><U+03B9><U+03BB><U+03BF><U+03C2> <U+039A><U+03BF><U+03C5><U+03C1><U+03BF><U+03CD><U+03C0><U+03B7><U+03C2>","1990-04-11","Thessaloniki","32",1.78,"Greece","Defender - Left-Back","left","no agent","Omonia Aradippou","2022-07-01",NA,NA,NA,NA,NA,NA,"2019-06-24","https://www.transfermarkt.com/theofilos-kouroupis/profil/spieler/296697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miguel Artur",NA,"1997-12-23","Sintra","25",1.89,"Portugal Angola","Defender - Centre-Back","right","Eurofoot4all","FC Portalban/Gletterens","2022-01-01","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/miguel-artur/profil/spieler/589205",NA,NA,NA,NA,NA,NA,NA,"Miguel Fito Massani Batista Artur",NA,NA,NA
"Argyris Toufas","<U+0391><U+03C1><U+03B3><U+03CD><U+03C1><U+03B7><U+03C2> <U+03A4><U+03BF><U+03CD><U+03C6><U+03B1><U+03C2>","1996-01-09",NA,"27",NA,"Greece","Defender - Left-Back",NA,NA,"Asteras Peramatos","2022-08-30","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/argyris-toufas/profil/spieler/254674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valantis Sainatoudis","<U+0392><U+03B1><U+03BB><U+03AC><U+03BD><U+03C4><U+03B7><U+03C2> <U+03A3><U+03B1><U+03CA><U+03BD><U+03B1><U+03C4><U+03BF><U+03CD><U+03B4><U+03B7><U+03C2>","1996-01-05",NA,"27",NA,"Greece","Defender - Left-Back","left",NA,"Without Club","2021-07-01",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/valantis-sainatoudis/profil/spieler/806934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dimitrios Aslabaloglou","<U+0394><U+03B7>�<U+03AE><U+03C4><U+03C1><U+03B9><U+03BF><U+03C2> <U+0391><U+03C3><U+03BB><U+03B1>�<U+03C0><U+03AC><U+03BB><U+03BF><U+03B3><U+03BB><U+03BF><U+03C5>","1997-09-26","Veria","25",1.74,"Greece","midfield - Defensive Midfield",NA,NA,"Almopos Arideas","2018-07-13","2023-06-30","2022-09-30",NA,NA,NA,NA,"2021-12-28","https://www.transfermarkt.com/dimitrios-aslabaloglou/profil/spieler/799100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rafail Pettas","<U+03A1><U+03B1><U+03C6><U+03B1><U+03AE><U+03BB> <U+03A0><U+03AD><U+03C4><U+03C4><U+03B1><U+03C2>","1996-06-25","Zakynthos","26",1.82,"Greece","midfield - Central Midfield","right","Zafi Agent","Almopos Arideas","2019-07-01","2023-06-30","2022-09-10",NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/rafail-pettas/profil/spieler/392243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pavlos Eppas","<U+03A0><U+03B1><U+03CD><U+03BB><U+03BF><U+03C2> <U+0388><U+03C0><U+03C0><U+03B1><U+03C2>","1998-08-18","Thessaloniki","24",1.82,"Greece","midfield - Central Midfield","right","Zafi Agent","Almopos Arideas","2022-09-04","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/pavlos-eppas/profil/spieler/353150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezequiel Gallegos","Ezequiel Adri�n Gallegos","1991-04-16","San Justo (BUE)","31",1.75,"Argentina","midfield - Central Midfield","right","Sport Futbol","Nueva Chicago","2023-01-01","2023-12-31",NA,NA,NA,NA,NA,"2019-04-28","https://www.transfermarkt.com/ezequiel-gallegos/profil/spieler/267443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
